numero_expediente,tipo_obra,fecha_inicio_expediente,registro_obra_mes,registro_obra_anio,metros_cuadrados_obra,direccion_obra,seccion_manzana_parcela,lat,long,altura_obra,calle_obra,barrio_obra,comuna_obra,cp_obra,cpa_obra
1544/09,MODIFICACION Y DEMOLICION PARCIAL,2013-04-19,ABRIL,2013,21.88,J.CARBALLIDO 6379,060-014A-015,-34.6401387185845,-58.5161986799117,6379,CARBALLIDO ,Liniers,Comuna 9,1408,C1408DPA
1128215/11,MODIFICACION Y DEMOLICION PARCIAL,2013-04-19,ABRIL,2013,429.69,ARTIGAS 1812,067-080-036,-34.6110815085029,-58.474561495722,1812,ARTIGAS ,Villa Gral. Mitre,Comuna 11,1416,C1416AKR
3034108/12,OBRA NUEVA,2013-04-19,ABRIL,2013,780.77,PEPIRI 285,032-70B-022,-34.6419691892567,-58.4083085162823,285,PEPIRI ,Parque Patricios,Comuna 4,1437,C1437EIE
2471812/12,OBRA NUEVA,2013-04-19,ABRIL,2013,383.64,SAN NICOLAS 866,079-074-022,-34.6243906895816,-58.4818199382735,866,SAN NICOLAS ,Villa Santa Rita,Comuna 11,1407,C1407DCP
2976986/12,OBRA NUEVA,2013-04-19,ABRIL,2013,1186.03,GUAMINI 4921,082-031-037,-34.6881501752154,-58.4765458376248,4921,GUAMINI ,Villa Riachuelo,Comuna 8,1439,C1439HAI
1963305/12,MODIFICACION,2013-04-19,ABRIL,2013,9852.22,GORRITI 4049,019-026-004j,-34.5951957084047,-58.421282919858,4049,GORRITI ,Palermo,Comuna 14,1172,C1172ACM
184492/13,OBRA NUEVA,2013-04-19,ABRIL,2013,1681.44,PRINGLES 242,017-027-048,-34.6102497535352,-58.4274439593061,242,PRINGLES ,Almagro,Comuna 5,1183,C1183AED
693312/13,MODIFICACION,2013-04-19,ABRIL,2013,158.21,D.COLODRERO 3309,053-010-23a,-34.5662360151322,-58.4910198731385,3309,COLODRERO ,Villa Urquiza,Comuna 12,1431,C1431FMS
2428677/12,OBRA NUEVA,2013-04-19,ABRIL,2013,803.83,CERETTI 3240,063-044-028,-34.5714353372815,-58.4985909988874,3240,CERETTI ,Villa Urquiza,Comuna 12,1431,C1431ELR
2558954/12,MODIFICACION,2013-04-22,ABRIL,2013,56.93,TAMBORINI 3103,041-079B-021,-34.556613470927,-58.4711995691435,3103,TAMBORINI ,Coghlan,Comuna 12,1429,C1429CKM
1425835/11,OBRA NUEVA,2013-04-22,ABRIL,2013,586.86,FGTA. CEFIRO 1737,074-018c-030,-34.658472160164,-58.5182506819346,1737, CEFIRO ,Mataderos,Comuna 9,1440,C1440FDA
817195/13,MODIFICACION Y DEMOLICION PARCIAL,2013-04-22,ABRIL,2013,51,PRIMERA JUNTA 2643,048-086-020,-34.6400996176894,-58.458413322396,2643,PRIMERA JUNTA ,Flores,Comuna 7,1406,C1406HLC
2190462/12,MODIFICACION,2013-04-23,ABRIL,2013,72.43,BELFAST 2672,087-089C-009,-34.615189007322,-58.5082637352834,2672,BELFAST ,Monte Castro,Comuna 10,1417,C1417BKB
13805/09,MODIFICACION Y DEMOLICION PARCIAL,2013-04-23,ABRIL,2013,520.33,WARNES 1435,047-040A-008e,-34.5978413564363,-58.455575472347,1435,WARNES ,Chacarita,Comuna 15,1416,C1416CQB
382129/10,MODIFICACION,2013-04-23,ABRIL,2013,2024.21,CARLOS CALVO 2833,030-085-032,-34.6217236023561,-58.4046145531388,2833,CARLOS CALVO ,San Cristobal,Comuna 3,1230,C1230AAU
2482956/12,OBRA NUEVA,2013-04-23,ABRIL,2013,1162.09,PERON 3817,017-091-21a,-34.6062808541339,-58.4196167455121,3817,PERON ,,,,
1157565/13,DEMOLICION TOTAL,2013-04-24,ABRIL,2013,7.2,TERRADA 558,065-035-11e,-34.6257300628775,-58.4703058849536,558,TERRADA ,Flores,Comuna 7,1406,C1406AHJ
1802223/12,OBRA NUEVA,2013-04-24,ABRIL,2013,6160.78,RAMSAY 1839,025-113-015a,-34.5547738449549,-58.4369571756452,1839,RAMSAY ,Belgrano,Comuna 13,1428,C1428BAA
519513/10,OBRA NUEVA,2013-04-24,ABRIL,2013,2043.73,TRELLES 1216,059-034-025a,-34.6136413882452,-58.4609801234219,1216,TRELLES ,Villa Gral. Mitre,Comuna 11,1416,C1416BRD
3002258/12,OBRA NUEVA,2013-04-24,ABRIL,2013,357.62,GRIVEO 3725,083-134-027D,-34.5915453873385,-58.514137102443,3725,GRIVEO ,Villa Devoto,Comuna 11,1419,C1419EWE
2984525/12,OBRA NUEVA,2013-04-24,ABRIL,2013,855.65,CERVANTES 1888,085-026A-030,-34.6226944942859,-58.5083479850828,1888,CERVANTES ,Monte Castro,Comuna 10,1407,C1407BHH
1239621/13,OBRA NUEVA,2013-04-24,ABRIL,2013,3602.48,BOYACA 675,057-007-016,-34.6200744478243,-58.4604939242851,675,BOYACA ,Flores,Comuna 7,1406,C1406BHK
1636217/12,DEMOLICION TOTAL,2013-04-24,ABRIL,2013,2169.36,MONTAÑESES 2677,027-091-008a,-34.5525689682576,-58.452648353972,2677,ESES ,Belgrano,Comuna 13,1428,C1428AQQ
2614792/12,OBRA NUEVA,2013-04-24,ABRIL,2013,1047.72,A.GALLARDO 140,095-020-19b,-34.6380968295963,-58.5236135032544,140,GALLARDO ,Liniers,Comuna 9,1408,C1408BSB
1320680/13,OBRA NUEVA,2013-04-25,ABRIL,2013,1335.29,ZAPATA 345,035-108-011,-34.5737432289492,-58.4404110829058,345,ZAPATA ,Palermo,Comuna 14,1426,C1426AEE
736403/12,OBRA NUEVA,2013-04-25,ABRIL,2013,563.56,JUFRE 702,031-067-009a,-34.5933935088725,-58.434587263107,702,JUFRE ,Villa Crespo,Comuna 15,1414,C1414AYP
561062/11,OBRA NUEVA,2013-04-25,ABRIL,2013,2194.31,MENDOZA 5856,051-003-008,-34.5823914196172,-58.4903116931831,5856,MENDOZA ,Villa Urquiza,Comuna 12,1431,C1431CJB
2981500/12,OBRA NUEVA,2013-04-25,ABRIL,2013,3436.79,P.I.RIVERA 4760,053-029-005C,-34.5708406856308,-58.4830552037809,4760,RIVERA ,Villa Urquiza,Comuna 12,1431,C1431BVF
673652/13,MODIFICACION Y DEMOLICION PARCIAL,2013-04-25,ABRIL,2013,62.45,MELINCUE 3898,081-085-012,-34.6079758387643,-58.5007638521384,3898,MELINCUE ,Villa Del Parque,Comuna 11,1417,C1417FHT
1528421/10,OBRA NUEVA,2013-04-25,ABRIL,2013,1058,DONADO 1713,049-065-018b,-34.5766767135783,-58.4710905237277,1713,DONADO ,Villa Ortuzar,Comuna 15,1430,C1430DRG
1590885/10,OBRA NUEVA,2013-04-29,ABRIL,2013,2564.5,ALV.THOMAS 3187,053-028-006,-34.5717341336794,-58.4824803248325,3187,THOMAS ,Villa Urquiza,Comuna 12,1431,C1431FOI
145666/13,MODIFICACION,2013-04-29,ABRIL,2013,3155.08,MADERO 1299,097-038-001,-34.5922473663276,-58.3710839679379,1299,MADERO ,Villa Real,Comuna 10,1408,C1408BRW
3039664/12,OBRA NUEVA,2013-04-29,ABRIL,2013,1384.39,DONIZETTI 547,060-107A-043,-34.6444004232707,-58.4948908845051,547,DONIZETTI ,Villa Luro,Comuna 10,1407,C1407IEK
2984061/12,OBRA NUEVA,2013-04-29,ABRIL,2013,1810.75,TERRERO 1231,059-034-012,-34.61388934616,-58.461786915168,1231,TERRERO ,Villa Gral. Mitre,Comuna 11,1416,C1416BMC
3000196/12,OBRA NUEVA Y DEMOLICION TOTAL,2013-04-29,ABRIL,2013,6351.27,J.HERNANDEZ 2222,023-055-006c,-34.5653710050755,-58.4508937797023,2222,HERNANDEZ ,Belgrano,Comuna 13,1426,C1426EON
2640094/12,MODIFICACION Y DEMOLICION PARCIAL,2013-04-29,ABRIL,2013,116.11,EPECUEN 4763,083-200A-011,-34.5905758179257,-58.5093125339986,4763,EPECUEN ,Villa Devoto,Comuna 11,1419,C1419AMA
177384/13,OBRA NUEVA,2013-04-29,ABRIL,2013,633.33,CORRIENTES 2650,009-015-005,-34.6054268758314,-58.4035811596807,2650,CORRIENTES ,Balvanera,Comuna 3,1046,C1046AAR
627398/13,OBRA NUEVA,2013-04-29,ABRIL,2013,355.73,LA ESPIGA 2715,069-030B-027,-34.607398473191,-58.4812871917766,2715,LA ESPIGA ,Villa Del Parque,Comuna 11,1416,C1416FAA
851794/13,OBRA NUEVA,2013-04-29,ABRIL,2013,722.51,ARANGUREN 2945,065-026-030,-34.6255454953467,-58.4724168733859,2945,ARANGUREN ,Flores,Comuna 7,1406,C1406FXC
2749761/12,OBRA NUEVA,2013-04-29,ABRIL,2013,1345.7,MUÑECAS 944,047-098-038,-34.5999809019794,-58.4467825726948,944,ECAS ,Villa Crespo,Comuna 15,1414,C1414AEF
39495/08,DEMOLICION TOTAL,2013-04-29,ABRIL,2013,0,PIEDRAS 1370,004-007-022a,-34.6248972634387,-58.375591195958,1370,PIEDRAS ,San Telmo,Comuna 1,1140,C1140ABD
2119616/11,MODIFICACION Y DEMOLICION PARCIAL,2013-04-29,ABRIL,2013,1441.15,ALSINA 945,012-076-021,-34.6108819353434,-58.3793116342553,945,ALSINA ,,,,
82038/94,MODIFICACION,2013-04-29,ABRIL,2013,279.75,EE.UU. 2923,030-076-023a,-34.6209664961028,-58.4061555395396,2923, ,,,,
372057/13,OBRA NUEVA,2013-04-29,ABRIL,2013,1029.28,GARCIA DEL RIO 3869,043-005-008,-34.5536044890763,-58.4826264260238,3869,GARCIA DEL RIO ,Saavedra,Comuna 12,1430,C1430ACE
1028863/13,OBRA NUEVA,2013-04-29,ABRIL,2013,902.05,ARRIBEÑOS 3660,029-092-011,-34.5451616407855,-58.4605068751942,3660,OS ,,,,
735244/13,OBRA NUEVA,2013-04-29,ABRIL,2013,497.06,LA RIOJA 1850,024-016-020,-34.6330958786231,-58.4051682264196,1850,LA RIOJA ,Parque Patricios,Comuna 4,1244,C1244ABN
1497115/11,OBRA NUEVA,2013-04-29,ABRIL,2013,1404.17,FRAY J .S.DE ORO 2639,021-026-011,-34.5784399070282,-58.4223093406315,2639,DE ORO ,,,,
278945/11,OBRA NUEVA,2013-04-30,ABRIL,2013,2263.89,J.BONIFACIO 1965,048-153-022B,-34.6308267607304,-58.4550743773294,1965,BONIFACIO ,Flores,Comuna 7,1406,C1406GXQ
2286508/12,OBRA NUEVA,2013-04-30,ABRIL,2013,2178.1,ARMENIA 2322,019-153-22B,-34.5852020879088,-58.4204142966281,2322,ARMENIA ,Palermo,Comuna 14,1425,C1425FBH
3032/09,MODIFICACION,2013-04-30,ABRIL,2013,2928.77,GODOY CRUZ 2980,021-055A-045,-34.5762463408387,-58.4223917648205,2980,GODOY CRUZ ,Palermo,Comuna 14,1425,C1425FQP
2074222/12,MODIFICACION,2013-04-30,ABRIL,2013,136,AYACUCHO 1918,011-065-017,-34.5885076520442,-58.3892827233263,1918,AYACUCHO ,Recoleta,Comuna 2,1112,C1112AAJ
1026987/13,OBRA NUEVA,2013-04-30,ABRIL,2013,6995.89,PASEO COLON 1458,006-049-012b,-34.6252805216461,-58.3669679895209,1458,PASEO COLON ,San Telmo,Comuna 1,1063,C1063ADO
24144/08,MODIFICACION,2013-04-30,ABRIL,2013,1188.02,OLIVERA 107,054-084A-036,-34.637196500711,-58.4868359433287,107,OLIVERA ,Velez Sarsfield,Comuna 10,1407,C1407INB
3004484/12,OBRA NUEVA,2013-04-30,ABRIL,2013,1962.49,NAZCA 1782,067-032-024B,-34.6142479005798,-58.4793124291203,1782,NAZCA ,Villa Santa Rita,Comuna 11,1416,C1416AST
2751026/12,OBRA NUEVA,2013-04-30,ABRIL,2013,6553.51,CASTRO BARROS 242,036-118-018,-34.6156262409824,-58.4191270830633,242,CASTRO BARROS ,Almagro,Comuna 5,1178,C1178AAF
3001459/12,MODIFICACION Y DEMOLICION PARCIAL,2013-04-30,ABRIL,2013,68.35,MARCOS PAZ 3474,087-097-030,-34.6082501421212,-58.5135489735661,3474,MARCOS PAZ ,Villa Devoto,Comuna 11,1417,C1417BHZ
2315123/11,MODIFICACION,2013-04-30,ABRIL,2013,1121.81,B.ENCALADA 3347,039-037-024c,-34.5649514488276,-58.4679791302664,3347,ENCALADA ,Belgrano,Comuna 13,1430,C1430BNA
2186801/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-02,MAYO,2013,92.64,VIEL 1467,038-052C-021,-34.63450901467,-58.4287965266768,1467,VIEL ,Parque Chacabuco,Comuna 7,1424,C1424BKC
2795554/12,OBRA NUEVA,2013-05-03,MAYO,2013,1337.71,HEREDIA 1140,049-120-019,-34.5806058389187,-58.4630751618088,1140,HEREDIA ,Villa Ortuzar,Comuna 15,1427,C1427CNT
2636893/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-03,MAYO,2013,208.34,JURAMENTO 4436,051-088-003,-34.5743465007268,-58.4756847370738,4436,JURAMENTO ,Villa Urquiza,Comuna 12,1430,C1430BSX
1339917/09,MODIFICACION Y DEMOLICION PARCIAL,2013-05-03,MAYO,2013,218.06,GURRUCHAGA 431,047-174-008,-34.5984627549578,-58.4415224662293,431,GURRUCHAGA ,Villa Crespo,Comuna 15,1414,C1414DHI
3027422/12,OBRA NUEVA,2013-05-03,MAYO,2013,2036.1,INDEPENDENCIA 2588,022-013-007,-34.6195094493413,-58.4014222167862,2588,INDEPENDENCIA ,San Cristobal,Comuna 3,1225,C1225AAU
2660398/12,MODIFICACION,2013-05-03,MAYO,2013,2404.25,J.V.GONZALEZ 1156,079-064-032,-34.6228853336013,-58.4853906602852,1156,GONZALEZ ,Floresta,Comuna 10,1407,C1407CZV
888214/13,OBRA NUEVA,2013-05-03,MAYO,2013,9936.45,RIVADAVIA 2355,009-034-007a,-34.6098217194761,-58.3991294863541,2355,RIVADAVIA ,,,,
1082212/10,OBRA NUEVA,2013-05-03,MAYO,2013,1422.51,MEXICO 3630,036-130-005,-34.6205097015458,-58.4166236444476,3630,MEXICO ,Almagro,Comuna 5,1223,C1223ABX
1319721/12,OBRA NUEVA,2013-05-03,MAYO,2013,1236.68,CAMPANA 1250,079-117-035,-34.6202547761701,-58.4817309628416,1250,CAMPANA ,Villa Santa Rita,Comuna 11,1416,C1416BGH
567827/11,OBRA NUEVA,2013-05-03,MAYO,2013,775.45,CASTEX 3360,021-102-001b,-34.5785928042549,-58.4051434135696,3360,CASTEX ,Palermo,Comuna 14,1425,C1425CDF
55485/83,,2013-05-03,MAYO,2013,546.12,CERVANTES 1747,085-038A-007,-34.6234663544012,-58.5067635281018,1747,CERVANTES ,Monte Castro,Comuna 10,1407,C1407BHE
2656538/12,OBRA NUEVA,2013-05-03,MAYO,2013,1186.91,BELAUSTEGUI 3030,067-017B-010,-34.6182048952951,-58.4788454546713,3030,BELAUSTEGUI ,Villa Santa Rita,Comuna 11,1416,C1416CZL
2819795/12,OBRA NUEVA,2013-05-03,MAYO,2013,1729.85,QUITO 3754,036-116-008,-34.6173722589928,-58.4185381747891,3754,QUITO ,Almagro,Comuna 5,1212,C1212ABD
2825120/12,OBRA NUEVA,2013-05-03,MAYO,2013,1503.11,SARMIENTO 3849,017-104-024,-34.6053966418727,-58.4184262977594,3849,SARMIENTO ,Almagro,Comuna 5,1197,C1197AAC
30886/09,MODIFICACION,2013-05-06,MAYO,2013,126.52,RAMON FALCON 5315,060-118-022,-34.639360340413,-58.5015254102017,5315,RAMON FALCON ,Villa Luro,Comuna 10,1407,C1407GTO
639844/13,OBRA NUEVA,2013-05-06,MAYO,2013,674.1,CORVALAN 115,060-064-040,-34.6406321746802,-58.507732429121,115,CORVALAN ,Villa Luro,Comuna 10,1408,C1408HQC
3022922/12,MODIFICACION,2013-05-06,MAYO,2013,68.78,ANDRES LAMAS 1337,059-018-019,-34.6136112650043,-58.4636349627363,1337,ANDRES LAMAS ,Villa Gral. Mitre,Comuna 11,1416,C1416BIE
2795885/12,OBRA NUEVA,2013-05-06,MAYO,2013,273.28,PICO 4492,055-189B-009,-34.549866713219,-58.4930138848193,4492,PICO ,Saavedra,Comuna 12,1430,C1430CYF
35717/07,MODIFICACION,2013-05-06,MAYO,2013,152.51,CHASCOMUS 5607,062-010-004g,-34.6544338824614,-58.4963694034761,5607,CHASCOMUS ,Mataderos,Comuna 9,1440,C1440AQQ
1217225/10,OBRA NUEVA,2013-05-06,MAYO,2013,740.51,CARRANZA 2984,069-015-011,-34.6088821827167,-58.4846968331193,2984,CARRANZA ,Villa Del Parque,Comuna 11,1417,C1417HFN
866271/12,OBRA NUEVA,2013-05-06,MAYO,2013,351.4,JUFRE 928,031-069-003,-34.5917264343607,-58.4360709494319,928,JUFRE ,Villa Crespo,Comuna 15,1414,C1414AYT
888807/13,OBRA NUEVA,2013-05-06,MAYO,2013,1266.94,CHIVILCOY 2217,081-055-015,-34.6135407204348,-58.4992124458896,2217,CHIVILCOY ,Monte Castro,Comuna 10,1417,C1417ATE
3033597/12,OBRA NUEVA,2013-05-06,MAYO,2013,410.11,POLA 865,060-018-001b,-34.6474931284845,-58.5036721141453,865,POLA ,Mataderos,Comuna 9,1440,C1440DAC
101322/12,AMPLIACION,2013-05-06,MAYO,2013,123.68,LADINES 3505,083-180A-019,-34.5890567073577,-58.5120978498213,3505,LADINES ,Villa Devoto,Comuna 11,1419,C1419EYW
1009698/13,OBRA NUEVA,2013-05-06,MAYO,2013,175.8,BERMUDEZ 2646,087-036-006,-34.6156609737249,-58.5148118263745,2646,BERMUDEZ ,Villa Devoto,Comuna 11,1417,C1417BWP
1456348/10,OBRA NUEVA,2013-05-06,MAYO,2013,940.68,11 DE SETIEMBRE 4340,029-086-021,-34.5405788025693,-58.465185220324,4340, DE SETIEMBRE ,Nu\u00f1ez,Comuna 13,1429,C1429BJF
90421/06,OBRA NUEVA,2013-05-06,MAYO,2013,2502.99,QUITO 4035,036-061-021,-34.6169920239066,-58.4227975270506,4035,QUITO ,Almagro,Comuna 5,1212,C1212ABI
2458434/12,OBRA NUEVA Y DEMOLICION TOTAL,2013-05-06,MAYO,2013,730.64,M.UGARTE 1819,027-059-024a,-34.5537710657961,-58.4556301425464,1819,UGARTE ,Belgrano,Comuna 13,1428,C1428BRG
1408549/13,OBRA NUEVA,2013-05-06,MAYO,2013,2420.07,R.BALBIN 2437,039-066-008,-34.5627711341182,-58.4647573852507,2437,BALBIN ,Belgrano,Comuna 13,1428,C1428CVB
394048/10,OBRA NUEVA,2013-05-07,MAYO,2013,1877.05,JOSE TERRY 255,042-088-027,-34.6255061330517,-58.4451825117173,255,JOSE TERRY ,Caballito,Comuna 6,1406,C1406CHA
3030547/12,OBRA NUEVA,2013-05-07,MAYO,2013,236.2,T.LE BRETON 5129,063-117-021,-34.5710103059525,-58.4894767129743,5129,LE BRETON ,Villa Urquiza,Comuna 12,1431,C1431BQG
2576803/12,OBRA NUEVA,2013-05-07,MAYO,2013,543.5,ZAPIOLA 2460,039-052-005,-34.5632623615162,-58.4657632683025,2460,ZAPIOLA ,Belgrano,Comuna 13,1428,C1428CXL
699627/11,OBRA NUEVA,2013-05-07,MAYO,2013,690.58,BACON 4838,083-178B-025,-34.5907735885199,-58.5113155562781,4838,BACON ,Villa Devoto,Comuna 11,1419,C1419AQB
2371425/12,OBRA NUEVA,2013-05-07,MAYO,2013,858.86,M.UGARTE 1708,027-069-002,-34.5533393166856,-58.454246782089,1708,UGARTE ,Belgrano,Comuna 13,1428,C1428BRF
2514603/12,OBRA NUEVA,2013-05-07,MAYO,2013,3584.23,VALPARAISO 3570,058-053S-000F,-34.6650154510456,-58.4469179663685,3570,VALPARAISO ,Villa Soldati,Comuna 8,1437,C1437GXD
1244417/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-07,MAYO,2013,151,CHARLONE 1426,049-136-032,-34.5812979664835,-58.4616537198172,1426,CHARLONE ,Villa Ortuzar,Comuna 15,1427,C1427BYD
13835/06,OBRA NUEVA,2013-05-07,MAYO,2013,2399.67,CAÑADA DE GOMEZ 4060,080-059-030a,-34.6780154319533,-58.4837458681705,4060,ADA DE GOMEZ ,Villa Lugano,Comuna 8,1439,C1439GMV
2184236/12,OBRA NUEVA Y DEMOLICION TOTAL,2013-05-07,MAYO,2013,1235.99,V.VIRASORO 898,045-057-001f,-34.6102177598037,-58.442018200916,898,VIRASORO ,Caballito,Comuna 6,1405,C1405BDD
987444/12,OBRA NUEVA,2013-05-07,MAYO,2013,1828.76,CABILDO 3602,041-162-013a,-34.5505502781101,-58.4671179230405,3602,CABILDO ,Nu\u00f1ez,Comuna 13,1429,C1429AAU
36434/08,OBRA NUEVA Y DEMOLICION TOTAL,2013-05-07,MAYO,2013,2804.89,VALLE 214,040-112-002a,-34.6246669743806,-58.4301513706539,214,VALLE ,Caballito,Comuna 6,1424,C1424BVF
466940/13,MODIFICACION Y DEMOLICION PARCIAL,2013-05-07,MAYO,2013,99.48,D.ALVAREZ 561,057-043-010,-34.619562595971,-58.4560380015836,561,ALVAREZ ,,,,
2767732/12,OBRA NUEVA,2013-05-07,MAYO,2013,521.91,SAN NICOLAS 829,079-087-012,-34.6243209291286,-58.4812276890135,829,SAN NICOLAS ,Villa Santa Rita,Comuna 11,1407,C1407DCO
853914/10,MODIFICACION,2013-05-07,MAYO,2013,4183.51,C.DE LA PAZ 153,035-092-026a,-34.5757936041549,-58.4389263774275,153,DE LA PAZ ,Palermo,Comuna 14,1426,C1426AGA
2802275/12,OBRA NUEVA,2013-05-07,MAYO,2013,1372.23,PADRE GROTE 753,010-117-003,-34.6426757320203,-58.3608264830246,753,PADRE GROTE ,Boca,Comuna 4,,
371998/11,OBRA NUEVA,2013-05-07,MAYO,2013,3698.67,F.ROOSEVELT 4947,053-002-019,-34.5728788094612,-58.4850788907884,4947,ROOSEVELT ,Villa Urquiza,Comuna 12,1431,C1431BZC
2260151/12,MODIFICACION,2013-05-07,MAYO,2013,1531.85,MILLER 2302,051-078-022E,-34.5731581805437,-58.4791165956665,2302,MILLER ,Villa Urquiza,Comuna 12,1431,C1431GDL
2994063/12,OBRA NUEVA,2013-05-08,MAYO,2013,333.43,VALLEJOS 3781,083-130-017,-34.5953005654865,-58.511945353851,3781,VALLEJOS ,Villa Devoto,Comuna 11,1419,C1419GKA
670724/10,OBRA NUEVA Y DEMOLICION TOTAL,2013-05-08,MAYO,2013,888.02,CESPEDES 2585,037-142-012,-34.5706322436976,-58.4492069291352,2585,CESPEDES ,Colegiales,Comuna 13,1426,C1426DUI
895393/13,OBRA NUEVA,2013-05-08,MAYO,2013,468.42,MIGUELETES 1866,025-067-022,-34.5588258067987,-58.4442987619154,1866,MIGUELETES ,Belgrano,Comuna 13,1428,C1428ASB
2584131/12,OBRA NUEVA,2013-05-08,MAYO,2013,564.8,BACACAY 3078,065-012-010,-34.6296589781533,-58.472497844626,3078,BACACAY ,Flores,Comuna 7,1406,C1406GED
2614103/12,OBRA NUEVA,2013-05-08,MAYO,2013,684.42,VILELA 2794,043-156-009,-34.5478888105732,-58.4733225776378,2794,VILELA ,Saavedra,Comuna 12,1429,C1429DAR
691026/13,OBRA NUEVA,2013-05-08,MAYO,2013,515.58,TRES ARROYOS 1329,059-129-029,-34.6080017904985,-58.4577573803749,1329,TRES ARROYOS ,Caballito,Comuna 6,1416,C1416DCQ
1834164/12,OBRA NUEVA,2013-05-08,MAYO,2013,1816.24,ARTIGAS 4953,075-082-014,-34.5816730360079,-58.4986635944316,4953,ARTIGAS ,Villa Pueyrredon,Comuna 12,1419,C1419EDC
55935/13,MODIFICACION,2013-05-08,MAYO,2013,71.35,CASTAÑARES 5788,080-105-006,-34.6744293937932,-58.4802517553176,5788,ARES ,Villa Lugano,Comuna 8,1439,C1439ALQ
1068794/13,MODIFICACION Y DEMOLICION PARCIAL,2013-05-08,MAYO,2013,77.02,CALDEN 837,093-012-020,-34.6293955376085,-58.5279472222965,837,CALDEN ,Versalles,Comuna 10,1408,C1408BQA
1288278/09,MODIFICACION,2013-05-08,MAYO,2013,1739.3,SERRANO 366,047-157-027,-34.5978139078676,-58.4436535662506,366,SERRANO ,Villa Crespo,Comuna 15,1414,C1414DEH
1516557/13,OBRA NUEVA,2013-05-09,MAYO,2013,3047.34,SEGUI 3659,021-077-004c,-34.5788778960675,-58.4093058524359,3659,SEGUI ,Palermo,Comuna 14,1425,C1425ACC
2114372/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,127.68,AZARA 1785,010-026-018a,-34.6485097695505,-58.3689740163726,1785,AZARA ,Barracas,Comuna 4,1269,C1269AAK
1616184/10,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,336.45,STA.MARIA DE ORO 2740,021-054-027,-34.5770920585359,-58.4217149166145,2740,MARIA DE ORO ,Palermo,Comuna 14,1425,C1425FOP
794898/13,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,805,CABRERA 3059,015-101-023a,-34.5971654130739,-58.4090546114547,3059,CABRERA ,Recoleta,Comuna 2,1186,C1186AAE
687521/13,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,9681.32,TUCUMAN 3550,013-021-006b,-34.6001538036849,-58.4151572076069,3550,TUCUMAN ,Almagro,Comuna 5,1189,C1189AAR
61545/06,OBRA NUEVA,2013-05-13,MAYO,2013,614.69,J.CABRERA 4083,019-009-024b,-34.5965692870353,-58.4233005903374,4083,CABRERA ,Palermo,Comuna 14,1186,C1186AAY
2803985/12,OBRA NUEVA,2013-05-13,MAYO,2013,4329,S.ORTIZ 1893,019-079-001,-34.5899502119962,-58.4218566336192,1893,ORTIZ ,,,,
1463507/10,OBRA NUEVA,2013-05-13,MAYO,2013,3718,H.YRIGOYEN 3358,028-023-007a,-34.6137026658506,-58.4134333281889,3358,YRIGOYEN ,Almagro,Comuna 5,1208,C1208ABN
560122/11,AMPLIACION,2013-05-13,MAYO,2013,242.63,N.TREJO 5161,085-025B-026,-34.6241590952526,-58.5079101564817,5161,TREJO ,Monte Castro,Comuna 10,1407,C1407GHC
2190721/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,50.23,ALLENDE 2957,087-075-013,-34.6167982727477,-58.5089821755167,2957,ALLENDE ,Villa Devoto,Comuna 11,1417,C1417BMO
81964/04,OBRA NUEVA,2013-05-13,MAYO,2013,2162.15,ALBARIÑO 2392,062-069-022d,-34.6602276657634,-58.4834921212044,2392,O ,,,,
831513/13,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,135,ALEJANDRO KORN 4461,079-008b-024,-34.6217854847014,-58.4967973341008,4461,ALEJANDRO KORN ,Floresta,Comuna 10,1407,C1407FZG
1991162/12,MODIFICACION,2013-05-13,MAYO,2013,245.03,GAONA 4191,079-074-012,-34.6248406286393,-58.4822160070659,4191,GAONA ,Villa Santa Rita,Comuna 11,1407,C1407FID
2821460/12,MODIFICACION Y DEMOLICION PARCIAL,2013-05-13,MAYO,2013,102,HAWAI 3074,087-026B-008,-34.6143850404713,-58.520151935085,3074,HAWAI ,Villa Devoto,Comuna 11,1417,C1417CFB
33330/07,OBRA NUEVA,2013-05-13,MAYO,2013,4630.96,T.GORDILLO 5560,084-063-003,-34.6916416619697,-58.4645243506744,5560,GORDILLO ,Villa Riachuelo,Comuna 8,1439,C1439GJZ
412678/13,OBRA NUEVA,2013-05-13,MAYO,2013,127.96,YERBAL 1290,057-083-009a,-34.6226406647889,-58.4478079442455,1290,YERBAL ,Caballito,Comuna 6,1406,C1406GJF
1991073/12,AMPLIACION,2013-05-13,MAYO,2013,33.29,ARRIBEÑOS 2346 UF.9,025-052B-017,-34.5567763556815,-58.4522088881275,2346,OS ,,,,
